"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2021-08-19","95.3","1.17","6.11","Peralta, Wandy",680777,593974,,"ball",,,,,14,"Ryan Jeffers pops out to first baseman Anthony Rizzo in foul territory.","R","R","L","NYY","MIN","B",,,0,0,2021,"1.49","0.58","1.31","1.99",,,,2,7,"Top",,,,,543309,,,-2.921065181332087,-138.68411712365463,-6.405975155480373,19.853963203327876,31.453451045256255,-23.40955087927952,"3.36","1.64",,,,"94.1",2091,"5.6",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.88",,,,,,,,52,1,"Sinker",6,3,3,6,3,6,3,6,"Strategic","Standard",135,"0","0.016"
"CH","2021-08-19","85.7","1.86","5.41","Peralta, Wandy",624503,593974,"strikeout","swinging_strike_blocked",,,,,14,"Nick Gordon strikes out swinging.","R","L","L","NYY","MIN","S",2,,0,2,2021,"1.5","0.36","0.6","0.58",,,,1,7,"Top",,,,,543309,,,-5.927486969811025,-124.52255878310478,-5.7792755551301935,16.760520345394397,25.580644305142098,-27.455009274907418,"3.37","1.53",,,,"84.7",2153,"5.8",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.71",,,"0",1,0,0,,51,3,"Changeup",6,3,3,6,3,6,3,6,"Infield shift","Standard",121,"0.014","-0.101"
"FC","2021-08-19","92","-1.35","5.98","Trivino, Lou",650391,642152,"field_out","hit_into_play",,,,,7,"Eloy Jimenez lines out sharply to center fielder Starling Marte.","R","R","R","CWS","OAK","X",8,"line_drive",0,0,2021,"-0.8","0.84","-0.46","1.94",,547989,,2,9,"Bot",120.6,62.22,,,669221,,,4.00414497621512,-133.98258621084992,-6.301119720777664,-10.488666943276368,26.706072738688608,-20.8824676694678,"3.55","1.63",339,"111.6",16,"92.6",2245,"6.4",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.1",0.749,0.909,"0",1,0,0,6,80,1,"Cutter",4,5,4,5,5,4,4,5,"Standard","Standard",206,"-0.142","-0.318"
"FC","2021-08-19","92.8","-1.33","5.9","Trivino, Lou",547989,642152,"field_error","hit_into_play",,,,,1,"Jose Abreu reaches on a fielding error by shortstop Elvis Andrus.   Zack Collins scores.    Jose Abreu to 2nd.","R","R","R","CWS","OAK","X",6,"fly_ball",1,1,2021,"-0.67","0.98","-0.56","3.23",,,641470,2,9,"Bot",125.79,99.49,,,669221,,,3.4502621774051567,-135.23515732421887,-3.2716548718055583,-8.949809991852396,27.191758456440052,-19.625985840986566,"3.49","1.6",250,"93.2",51,"93.5",2246,"6.5",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.03",0.009,0.012,"0.9",1,0,0,3,79,3,"Cutter",3,5,3,5,5,4,4,5,"Strategic","Strategic",195,"0.098","0.327"
"SI","2021-08-19","95.1","1.01","5.97","Peralta, Wandy",624503,593974,,"swinging_strike",,,,,4,"Nick Gordon strikes out swinging.","R","L","L","NYY","MIN","S",,,0,1,2021,"1.31","0.87","-0.62","2.16",,,,1,7,"Top",,,,,543309,,,-7.113154210673655,-138.2886328792224,-6.227859624251037,18.347755704706362,31.06127232708429,-19.82562887694559,"3.37","1.53",,,,"94.3",2138,"5.8",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.65",,,,,,,,51,2,"Sinker",6,3,3,6,3,6,3,6,"Standard","Standard",137,"0","-0.035"
"CH","2021-08-19","86.1","1.45","5.67","Peralta, Wandy",624503,593974,,"called_strike",,,,,7,"Nick Gordon strikes out swinging.","R","L","L","NYY","MIN","S",,,0,0,2021,"1.37","0.69","-0.75","1.87",,,,1,7,"Top",,,,,543309,,,-7.973790469524747,-125.1397643954945,-4.13700876906721,16.05480208476759,25.85128081518026,-24.28724536280374,"3.15","1.48",,,,"85.7",2158,"6.1",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.36",,,,,,,,51,1,"Changeup",6,3,3,6,3,6,3,6,"Standard","Standard",128,"0","-0.027"
"FF","2021-08-19","96.4","-1.28","5.86","Trivino, Lou",547989,642152,,"foul",,,,,1,"Jose Abreu reaches on a fielding error by shortstop Elvis Andrus.   Zack Collins scores.    Jose Abreu to 2nd.","R","R","R","CWS","OAK","S",,,1,0,2021,"-0.89","1.05","-0.68","2.98",,,641470,2,9,"Bot",,,,,669221,,,3.653404150934526,-140.39109709328068,-4.553666651884615,-12.642964180575607,28.060824263492407,-17.385312841294894,"3.49","1.6",141,"76.6",74,"97.5",1963,"6.6",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"53.92",,,,,,,,79,2,"4-Seam Fastball",3,5,3,5,5,3,3,5,"Strategic","Strategic",222,"0","-0.048"
"CH","2021-08-19","86.6","1.68","5.49","Peralta, Wandy",593934,593974,"field_out","hit_into_play",,,,,12,"Miguel Sano grounds out, second baseman Rougned Odor to first baseman Anthony Rizzo.","R","R","L","NYY","MIN","X",4,"ground_ball",1,2,2021,"1.16","0.46","1.4","3.1",,,,0,7,"Top",139.96,133.74,,,543309,,,-3.0088760995275563,-126.0985865609181,-0.46507946375651765,13.03219359096609,25.227190062132884,-27.37808869282765,"3.55","1.63",7,"86.2",-22,"85.6",2037,"5.6",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.9",0.094,0.085,"0",1,0,0,2,50,4,"Changeup",6,3,3,6,3,6,3,6,"Strategic","Standard",115,"0.022","-0.174"
"FF","2021-08-19","95.3","-1.23","5.85","Trivino, Lou",547989,642152,,"blocked_ball",,,,,14,"Jose Abreu reaches on a fielding error by shortstop Elvis Andrus.   Zack Collins scores.    Jose Abreu to 2nd.","R","R","R","CWS","OAK","B",,,0,0,2021,"-1.06","1.1","0.02","0.6",,,641470,2,9,"Bot",,,,,669221,,,5.656546118200952,-138.3721493450545,-10.629644587564522,-14.908752839475921,29.487657336927438,-15.847382617236375,"3.5","1.61",,,,"95.3",2052,"6.3",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.19",,,,,,,,79,1,"4-Seam Fastball",3,5,3,5,5,3,3,5,"Strategic","Strategic",226,"0","0.036"
"CU","2021-08-19","77.6","-1.13","6.01","Trivino, Lou",673357,642152,"field_out","hit_into_play",,,,,9,"Luis Robert flies out to center fielder Starling Marte.","R","R","R","CWS","OAK","X",8,"fly_ball",0,2,2021,"0.96","-0.52","0.53","1.64",,,641470,1,9,"Bot",112.16,41.91,,,669221,,,1.7986466392734184,-112.95821111219013,-1.4699320036534682,7.849947929580123,21.16812916240319,-36.54823654965724,"3.47","1.59",389,"98.4",30,"77.6",2403,"6.4",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.14",0.44,0.822,"0",1,0,0,6,78,4,"Curveball",3,5,3,5,5,3,3,5,"Standard","Standard",48,"-0.059","-0.194"
"CH","2021-08-19","86.1","1.71","5.57","Peralta, Wandy",593934,593974,,"ball",,,,,14,"Miguel Sano grounds out, second baseman Rougned Odor to first baseman Anthony Rizzo.","R","R","L","NYY","MIN","B",,,0,2,2021,"1.4","0.55","1.19","0.59",,,,0,7,"Top",,,,,543309,,,-4.051020519078044,-125.19273703572799,-6.645350112023637,15.575050711925803,25.618363027775647,-25.247613353227564,"3.63","1.75",,,,"85.4",2142,"5.9",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.59",,,,,,,,50,3,"Changeup",6,3,3,6,3,6,3,6,"Strategic","Standard",122,"0","0.022"
"SI","2021-08-19","93.8","1.33","6.11","Peralta, Wandy",593934,593974,,"swinging_strike",,,,,14,"Miguel Sano grounds out, second baseman Rougned Odor to first baseman Anthony Rizzo.","R","R","L","NYY","MIN","S",,,0,1,2021,"1.46","0.8","0.96","1.2",,,,0,7,"Top",,,,,543309,,,-4.111588630070243,-136.40969317862286,-8.659558632978293,19.075210747266123,29.939946779919502,-20.49700791090775,"3.55","1.63",,,,"93",2138,"5.9",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.64",,,,,,,,50,2,"Sinker",6,3,3,6,3,6,3,6,"Strategic","Standard",134,"0","-0.052"
"FF","2021-08-19","96","-1.22","5.87","Trivino, Lou",673357,642152,,"foul",,,,,1,"Luis Robert flies out to center fielder Starling Marte.","R","R","R","CWS","OAK","S",,,0,2,2021,"-0.78","1.16","-0.46","3.23",,,641470,1,9,"Bot",,,,,669221,,,3.787910345527639,-139.87031788086688,-4.096456676518496,-11.079606484427782,28.470905007748794,-16.218801729995633,"3.47","1.59",191,"67.4",33,"96.8",2070,"6.5",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.03",,,,,,,,78,3,"4-Seam Fastball",3,5,3,5,5,3,3,5,"Standard","Standard",222,"0","0"
"CH","2021-08-19","87.2","1.68","5.7","Peralta, Wandy",593934,593974,,"called_strike",,,,,8,"Miguel Sano grounds out, second baseman Rougned Odor to first baseman Anthony Rizzo.","R","R","L","NYY","MIN","S",,,0,0,2021,"1.4","0.45","0.06","2.29",,,,0,7,"Top",,,,,543309,,,-6.714087268465274,-126.80756351450155,-2.927406784117995,16.439368555658668,26.09753634911764,-26.877447742458738,"3.67","1.75",,,,"86.5",2098,"5.9",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.63",,,,,,,,50,1,"Changeup",6,3,3,6,3,6,3,6,"Strategic","Standard",123,"0","-0.038"
"SI","2021-08-19","95.9","-1.12","5.87","Trivino, Lou",673357,642152,,"foul",,,,,1,"Luis Robert flies out to center fielder Starling Marte.","R","R","R","CWS","OAK","S",,,0,1,2021,"-1.28","0.98","-0.64","3.21",,,641470,1,9,"Bot",,,,,669221,,,4.175378074867424,-139.5997074260244,-3.67530500527695,-17.70788355536062,30.26631804306092,-18.709505202386445,"3.47","1.59",116,"55.3",21,"96.2",2039,"6.3",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.16",,,,,,,,78,2,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",214,"0","-0.064"
"CH","2021-08-19","86.6","1.84","5.51","Peralta, Wandy",650333,593974,"field_out","hit_into_play",,,,,8,"Luis Arraez grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.","R","L","L","NYY","MIN","X",3,"ground_ball",3,1,2021,"1.46","0.42","0.09","1.83",,593871,,2,6,"Top",159.44,153.88,,,543309,,,-7.063138042082489,-125.95298611291877,-3.3832367014060365,16.98941505470638,26.224805087944326,-27.220959605393052,"3.3","1.5",20,"91.9",-4,"85.5",2134,"5.6",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.85",0.283,0.269,"0",1,0,0,2,46,5,"Changeup",6,3,3,6,3,6,3,6,"Standard","Standard",124,"0.028","-0.381"
"FC","2021-08-19","93.7","-1.26","5.94","Trivino, Lou",673357,642152,,"foul",,,,,3,"Luis Robert flies out to center fielder Starling Marte.","R","R","R","CWS","OAK","S",,,0,0,2021,"-0.35","0.92","0.59","2.99",,,641470,1,9,"Bot",,,,,669221,,,5.555858338323395,-136.45053158170953,-3.9976059854374246,-5.512142007011143,26.684731974597877,-19.962533731332886,"3.47","1.59",134,"78.4",10,"94.4",2190,"6.4",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.09",,,,,,,,78,1,"Cutter",3,5,3,5,5,3,3,5,"Standard","Standard",210,"0","-0.049"
"CH","2021-08-19","87.6","-1.35","5.77","Trivino, Lou",514917,642152,"strikeout","swinging_strike",,,,,9,"Cesar Hernandez strikes out swinging.","R","L","R","CWS","OAK","S",2,,1,2,2021,"-1.09","0.04","0.47","2.05",,,641470,0,9,"Bot",,,,,669221,,,6.646843942048021,-127.58549807546406,-3.063422261055471,-13.160728319589111,22.007545865124037,-31.34373417540415,"3.3","1.5",,,,"88.3",1753,"6.3",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.17",,,"0",1,0,0,,77,4,"Changeup",3,5,3,5,5,3,3,5,"Standard","Strategic",262,"-0.074","-0.268"
"SI","2021-08-19","93.9","1.56","5.82","Peralta, Wandy",650333,593974,,"called_strike",,,,,3,"Luis Arraez grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.","R","L","L","NYY","MIN","S",,,3,0,2021,"1.33","0.58","0.78","2.72",,593871,,2,6,"Top",,,,,543309,,,-4.879028783621639,-136.53922740914754,-3.4826530059624408,17.71751285749582,32.53212603306075,-24.40254729726703,"2.98","1.49",,,,"92.5",2059,"5.7",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.81",,,,,,,,46,4,"Sinker",6,3,3,6,3,6,3,6,"Standard","Standard",129,"0","-0.047"
"CH","2021-08-19","87.1","-1.33","5.85","Trivino, Lou",514917,642152,,"swinging_strike",,,,,8,"Cesar Hernandez strikes out swinging.","R","L","R","CWS","OAK","S",,,1,1,2021,"-1.46","-0.13","0.12","2.05",,,641470,0,9,"Bot",,,,,669221,,,6.505792173007882,-126.83988365261469,-2.7897727337629594,-17.096652972117543,22.931414371289673,-33.226070796651236,"3.3","1.5",,,,"87.9",1632,"6.5",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.01",,,,,,,,77,3,"Changeup",3,5,3,5,5,3,3,5,"Standard","Strategic",265,"0","-0.099"
"SI","2021-08-19","93","1.76","5.87","Peralta, Wandy",650333,593974,,"ball",,,,,14,"Luis Arraez grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.","R","L","L","NYY","MIN","B",,,2,0,2021,"1.29","0.63","0.34","1.02",,593871,,2,6,"Top",,,,,543309,,,-6.4090031924699975,-135.12424722016243,-7.920611708465526,17.266556278036923,30.692042591582315,-22.861202033892177,"2.96","1.37",,,,"91.9",1938,"5.8",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.69",,,,,,,,46,3,"Sinker",6,3,3,6,3,6,3,6,"Standard","Standard",130,"0","0.047"
"CH","2021-08-19","85.3","1.89","5.54","Peralta, Wandy",650333,593974,,"ball",,,,,12,"Luis Arraez grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.","R","L","L","NYY","MIN","B",,,1,0,2021,"1.28","0.44","0.92","2.58",,593871,,2,6,"Top",,,,,543309,,,-4.816159208854422,-124.18520976146894,-1.5027869194070425,14.237621444806964,26.221171340980785,-27.566705515410103,"2.97","1.38",,,,"84.6",2041,"5.9",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.59",,,,,,,,46,2,"Changeup",6,3,3,6,3,6,3,6,"Standard","Standard",115,"0","0.039"
"SI","2021-08-19","95.5","-1.24","5.9","Trivino, Lou",514917,642152,,"foul",,,,,11,"Cesar Hernandez strikes out swinging.","R","L","R","CWS","OAK","S",,,1,0,2021,"-1.15","0.85","-0.83","3.21",,,641470,0,9,"Bot",,,,,669221,,,3.6267093715710956,-139.11228346319518,-3.464104959879936,-15.747705990635302,26.73598620062177,-20.498597571681064,"3.3","1.5",19,"70.8",-7,"96",1953,"6.2",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.33",,,,,,,,77,2,"Sinker",3,5,3,5,5,3,3,5,"Standard","Strategic",227,"0","-0.073"
"SI","2021-08-19","92.1","1.72","5.76","Peralta, Wandy",650333,593974,,"ball",,,,,13,"Luis Arraez grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.","R","L","L","NYY","MIN","B",,,0,0,2021,"1.49","0.52","-0.12","1.07",,593871,,2,6,"Top",,,,,543309,,,-7.790894694746246,-133.73737165288208,-7.075469923054192,19.615116459876493,30.457933436785687,-24.556575135034418,"2.91","1.35",,,,"90.7",1953,"5.7",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.84",,,,,,,,46,1,"Sinker",6,3,3,6,3,6,3,6,"Standard","Standard",123,"0","0.025"
"CH","2021-08-19","86.2","-1.53","5.85","Trivino, Lou",514917,642152,,"ball",,,,,12,"Cesar Hernandez strikes out swinging.","R","L","R","CWS","OAK","B",,,0,0,2021,"-1.13","0.09","0.14","3.31",,,641470,0,9,"Bot",,,,,669221,,,6.259068572435791,-125.58965337994367,-0.07893430865603523,-13.22126293639121,21.87835804961306,-31.385455461725876,"3.17","1.56",,,,"86.8",1591,"6.3",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.23",,,,,,,,77,1,"Changeup",3,5,3,5,5,3,3,5,"Standard","Strategic",264,"0","0.057"
"SI","2021-08-19","96.7","-1.4","5.85","Trivino, Lou",641470,642152,"single","hit_into_play",,,,,7,"Zack Collins singles on a line drive to left fielder Mark Canha.","R","L","R","CWS","OAK","X",7,"line_drive",1,1,2021,"-1.61","0.75","-0.54","2.04",,,,0,9,"Bot",96.16,93.23,,,669221,,,5.9489191572481035,-140.73768422864572,-6.346868884717117,-22.73247308985037,30.218019341920044,-20.99832989250465,"3.49","1.6",275,"81.6",23,"97",1937,"6.3",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.19",0.511,0.494,"0.9",1,1,0,4,76,3,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",223,"0.09","0.414"
"CH","2021-08-19","85.2","1.84","5.45","Peralta, Wandy",518626,593974,"field_out","hit_into_play",,,,,12,"Josh Donaldson flies out to center fielder Aaron Judge.","R","R","L","NYY","MIN","X",8,"fly_ball",1,1,2021,"1.3","0.35","0.85","2.69",,593871,,1,6,"Top",132.53,98.39,,,543309,,,-4.875046175374799,-123.96586507401094,-0.8517426405514948,14.40564718772572,25.61506498089467,-28.605011374049685,"3.41","1.56",253,"88.5",53,"84.2",2093,"5.7",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.78",0.009,0.008,"0",1,0,0,3,45,3,"Changeup",6,3,3,6,3,6,3,6,"Standard","Standard",121,"0.033","-0.315"
"SI","2021-08-19","96.1","-1.28","5.89","Trivino, Lou",641470,642152,,"foul",,,,,2,"Zack Collins singles on a line drive to left fielder Mark Canha.","R","L","R","CWS","OAK","S",,,1,0,2021,"-1.28","0.95","0.18","2.96",,,,0,9,"Bot",,,,,669221,,,6.776036191249817,-139.86925450862597,-4.378781124265776,-18.252907715636564,28.707595235213947,-18.901908014316174,"3.49","1.6",204,"71.1",43,"96.6",2026,"6.3",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.15",,,,,,,,76,2,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",216,"0","-0.049"
"SI","2021-08-19","92.8","1.72","5.98","Peralta, Wandy",518626,593974,,"ball",,,,,12,"Josh Donaldson flies out to center fielder Aaron Judge.","R","R","L","NYY","MIN","B",,,0,1,2021,"1.34","0.57","1.47","2.8",,593871,,1,6,"Top",,,,,543309,,,-3.5141860081992307,-135.10410425415583,-3.520644670806262,17.20251788763972,31.49732261553716,-24.683188193694285,"3.44","1.68",,,,"91.2",2004,"5.5",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"55.04",,,,,,,,45,2,"Sinker",6,3,3,6,3,6,3,6,"Standard","Standard",129,"0","0.032"
"CH","2021-08-19","84.6","1.91","5.48","Peralta, Wandy",518626,593974,,"foul",,,,,5,"Josh Donaldson flies out to center fielder Aaron Judge.","R","R","L","NYY","MIN","S",,,0,0,2021,"1.14","0.45","-0.2","2.33",,593871,,1,6,"Top",,,,,543309,,,-7.110630938316342,-123.0675664641758,-1.871429653714188,13.002881197342035,25.063046124627103,-27.412080588584143,"3.41","1.56",325,"95.1",25,"83.6",2167,"5.7",632840,593974,543309,519203,596059,642180,623205,608336,592450,519317,"54.81",,,,,,,,45,1,"Changeup",6,3,3,6,3,6,3,6,"Standard","Standard",124,"0","-0.046"
"SI","2021-08-19","95.2","-1.44","5.85","Trivino, Lou",641470,642152,,"ball",,,,,1,"Zack Collins singles on a line drive to left fielder Mark Canha.","R","L","R","CWS","OAK","B",,,0,0,2021,"-1.46","0.8","-0.41","3.76",,,,0,9,"Bot",,,,,669221,,,5.994362088976952,-138.5226748092343,-1.6426473363803664,-20.138721788672346,30.518264638391035,-21.766771891312708,"3.7","1.63",,,,"95.5",1994,"6.4",632823,642152,669221,621566,643393,656305,462101,592192,516782,664913,"54.07",,,,,,,,76,1,"Sinker",3,5,3,5,5,3,3,5,"Standard","Standard",218,"0","0.038"
"SI","2021-08-17","96.2","1.15","6.05","Peralta, Wandy",666915,593974,"field_out","hit_into_play",,,,,12,"Bobby Dalbec lines out, pitcher Wandy Peralta to first baseman Luke Voit.","R","R","L","NYY","BOS","X",1,"line_drive",2,2,2021,"1.35","0.87","0.84","2.91",608700,,592669,2,6,"Top",122.54,184.56,,,543309,,,-3.818913086869,-140.01015583274628,-4.659921086642019,18.606966842205953,31.442738116394583,-19.820555131462505,"3.55","1.63",92,"83.9",6,"95.1",2050,"5.6",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.89",0.437,0.438,"0",1,0,0,4,50,5,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",133,"0.073","-0.41"
"CH","2021-08-17","87.9","1.65","5.52","Peralta, Wandy",666915,593974,,"blocked_ball",,,,,14,"Bobby Dalbec lines out, pitcher Wandy Peralta to first baseman Luke Voit.","R","R","L","NYY","BOS","B",,,1,2,2021,"1.61","0.58","0.23","0.36",608700,,592669,2,6,"Top",,,,,543309,,,-6.700619377454261,-127.61702632703037,-7.4866243066271485,18.953150347398402,26.48387743755499,-24.48388695060708,"3.45","1.63",,,,"87.1",2255,"5.9",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.59",,,,,,,,50,4,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",126,"0","0.07"
"CH","2021-08-17","89.2","1.42","5.61","Peralta, Wandy",666915,593974,,"swinging_strike",,,,,9,"Bobby Dalbec lines out, pitcher Wandy Peralta to first baseman Luke Voit.","R","R","L","NYY","BOS","S",,,1,1,2021,"1.59","0.63","0.65","2.12",608700,,592669,2,6,"Top",,,,,543309,,,-5.173078676107236,-129.79980318458638,-3.8567191434450767,19.087237614451773,27.66596771134271,-24.40352456672542,"3.55","1.63",4,,,"88.3",2239,"5.8",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.72",,,,,,,,50,3,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",127,"0","-0.141"
"SI","2021-08-17","95.6","1.37","5.96","Peralta, Wandy",666915,593974,,"called_strike",,,,,6,"Bobby Dalbec lines out, pitcher Wandy Peralta to first baseman Luke Voit.","R","R","L","NYY","BOS","S",,,1,0,2021,"1.43","0.93","0.43","2.49",608700,,592669,2,6,"Top",,,,,543309,,,-5.611772606528625,-139.11951645721504,-5.5524627982489605,19.803048130689444,31.146000285137365,-18.986359855031594,"3.56","1.63",,,,"94.4",2151,"5.6",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.89",,,,,,,,50,2,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",132,"0","-0.057"
"CH","2021-08-17","89.1","1.64","5.58","Peralta, Wandy",666915,593974,,"ball",,,,,14,"Bobby Dalbec lines out, pitcher Wandy Peralta to first baseman Luke Voit.","R","R","L","NYY","BOS","B",,,0,0,2021,"1.62","0.74","1.42","1.87",608700,,592669,2,6,"Top",,,,,543309,,,-3.9047063239919977,-129.59179954879033,-4.569707253261104,19.065537508876506,28.667011556548722,-23.116947719584562,"3.5","1.63",,,,"88",2214,"5.7",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.76",,,,,,,,50,1,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",126,"0","0.052"
"CH","2021-08-17","89.3","1.47","5.59","Peralta, Wandy",592669,593974,"single","hit_into_play",,,,,14,"Hunter Renfroe singles on a line drive to center fielder Brett Gardner.   Kevin Plawecki to 3rd.","R","R","L","NYY","BOS","X",8,"line_drive",3,2,2021,"1.49","0.57","0.92","1.62",,,608700,2,6,"Top",87.84,85.31,,,543309,,,-4.438302751353644,-130.00752523089812,-4.956473313073731,17.86422188320796,26.48457658418684,-24.884734615891848,"3.41","1.56",251,"103.1",11,"88.7",2221,"5.8",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.69",0.883,0.843,"0.9",1,1,0,4,49,9,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",125,"-0.039","0.239"
"CH","2021-08-17","88.2","1.68","5.43","Peralta, Wandy",592669,593974,,"ball",,,,,14,"Hunter Renfroe singles on a line drive to center fielder Brett Gardner.   Kevin Plawecki to 3rd.","R","R","L","NYY","BOS","B",,,2,2,2021,"1.51","0.51","1.88","1.44",,,608700,2,6,"Top",,,,,543309,,,-2.6362217014360767,-128.41404997317036,-4.668144830688638,17.29616059910337,25.93120027454476,-25.784847040488337,"3.35","1.56",,,,"87.8",2133,"5.9",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.55",,,,,,,,49,8,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",120,"0","0.072"
"CH","2021-08-17","88","1.58","5.66","Peralta, Wandy",592669,593974,,"foul",,,,,14,"Hunter Renfroe singles on a line drive to center fielder Brett Gardner.   Kevin Plawecki to 3rd.","R","R","L","NYY","BOS","S",,,2,2,2021,"1.54","0.59","1.76","1.68",,,608700,2,6,"Top",,,,,543309,,,-2.7236524162798372,-128.18614560948916,-4.746479957641068,17.540540108224423,26.12586687983418,-24.947272654486788,"3.41","1.56",71,"66.6",6,"87.2",2120,"5.7",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.81",,,,,,,,49,7,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",128,"0","0"
"FF","2021-08-17","93.9","1.17","6.09","Peralta, Wandy",592669,593974,,"ball",,,,,12,"Hunter Renfroe singles on a line drive to center fielder Brett Gardner.   Kevin Plawecki to 3rd.","R","R","L","NYY","BOS","B",,,1,2,2021,"0.84","1.23","0.5","4.34",,,608700,2,6,"Top",,,,,543309,,,-3.5684915588036765,-136.66794343536537,-1.500017433710915,11.353919090543164,30.912774870764586,-16.655589804709393,"3.31","1.56",,,,"92.8",1965,"5.7",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.82",,,,,,,,49,6,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",135,"0","0.037"
"CH","2021-08-17","89","1.52","5.51","Peralta, Wandy",592669,593974,,"foul",,,,,14,"Hunter Renfroe singles on a line drive to center fielder Brett Gardner.   Kevin Plawecki to 3rd.","R","R","L","NYY","BOS","S",,,1,2,2021,"1.49","0.71","1.4","1.48",,,608700,2,6,"Top",,,,,543309,,,-3.4012392286278184,-129.60465472581856,-5.3316793950040315,17.567094656694575,26.735281449348108,-23.226936588146497,"3.41","1.56",163,"64.5",43,"88.3",2127,"5.8",632893,593974,543309,572228,518934,596059,642180,608336,458731,519317,"54.69",,,,,,,,49,5,"Changeup",2,0,0,2,0,2,0,2,"Standard","Standard",126,"0","0"
