"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SI","2021-05-20","97.6","-1.11","6.35","Holmes, Clay",542255,605280,,"foul",,,,,1,"Ender Inciarte strikes out swinging.","R","L","R","ATL","PIT","S",,,0,1,2021,"-1.08","0.35","-0.52","2.87",,,,2,6,"Bot",,,,,607732,,,4.052451548268927,-142.11029876100773,-4.70515209311156,-15.54827963889133,29.77531775922249,-26.62838997913095,"3.32","1.51",260,"90.4",22,"97.7",2290,"6.1",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.36",,,,,,,,51,2,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",221,"0","-0.024"
"CU","2021-05-20","83.1","-1.04","6.36","Holmes, Clay",542255,605280,,"called_strike",,,,,1,"Ender Inciarte strikes out swinging.","R","L","R","ATL","PIT","S",,,0,0,2021,"0.78","-1.05","-0.51","2.72",,,,2,6,"Bot",,,,,607732,,,-0.31714692562615154,-121.14383489259869,0.15346768676483413,7.722868730244196,22.94490280767529,-42.82197886616972,"3.09","1.45",,,,"82.8",2640,"5.9",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.59",,,,,,,,51,1,"Curveball",4,3,4,3,3,4,4,3,"Standard","Standard",33,"0","-0.018"
"SI","2021-05-20","95.9","-0.89","6.46","Holmes, Clay",628338,605280,"strikeout","swinging_strike",,,,,2,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","S",2,,3,2,2021,"-0.92","0.69","0.13","2.95",,,,1,6,"Bot",,,,,607732,,,4.750063881919723,-139.61996611169656,-5.298970692013785,-13.10837889912614,28.347484060736008,-22.153865765442518,"3.3","1.5",,,,"96",2193,"6.1",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.39",,,"0",1,0,0,,50,7,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",220,"-0.015","-0.213"
"SI","2021-05-20","97.3","-0.93","6.46","Holmes, Clay",628338,605280,,"ball",,,,,14,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","B",,,2,2,2021,"-0.99","0.35","1.13","0.87",,,,1,6,"Bot",,,,,607732,,,7.7591019060773405,-141.2843464654476,-10.29700610896768,-14.926220314049813,29.409056352375384,-25.43487346331866,"3.08","1.57",,,,"97.4",2252,"6.3",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.24",,,,,,,,50,6,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",226,"0","0.071"
"SL","2021-05-20","89.1","-0.83","6.52","Holmes, Clay",628338,605280,,"ball",,,,,14,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","B",,,1,2,2021,"0.24","-0.21","1.71","1.72",,,,1,6,"Bot",,,,,607732,,,5.700133407244826,-129.66579156430046,-5.372837732263839,1.6771605155407294,24.642170349812098,-33.68650579105933,"3.14","1.56",,,,"89.1",2535,"6.1",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.41",,,,,,,,50,5,"Slider",4,3,4,3,3,4,4,3,"Standard","Standard",15,"0","0.028"
"SI","2021-05-20","97.9","-0.88","6.47","Holmes, Clay",628338,605280,,"foul",,,,,3,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","S",,,1,2,2021,"-1.26","0.45","0.51","3.11",,,,1,6,"Bot",,,,,607732,,,6.639103774687474,-142.4285219455509,-4.601893678844692,-18.648051052729205,31.736130804312378,-25.235375841697955,"3.3","1.5",180,"85.2",13,"97.9",2287,"6.2",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.28",,,,,,,,50,4,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",225,"0","0"
"SL","2021-05-20","88.6","-0.97","6.43","Holmes, Clay",628338,605280,,"ball",,,,,14,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","B",,,0,2,2021,"0.35","-0.33","2.1","0.38",,,,1,6,"Bot",,,,,607732,,,6.772851622554072,-128.8956973408107,-8.066511990966886,2.648771956708829,23.917228541220602,-34.59057463857061,"3.12","1.55",,,,"88.8",2549,"6.2",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.29",,,,,,,,50,3,"Slider",4,3,4,3,3,4,4,3,"Standard","Standard",38,"0","0.013"
"SI","2021-05-20","96.5","-0.92","6.44","Holmes, Clay",628338,605280,,"called_strike",,,,,9,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","S",,,0,1,2021,"-1.15","0.4","0.67","1.55",,,,1,6,"Bot",,,,,607732,,,6.840714920699277,-140.3665951269229,-8.392513505961029,-16.670898807723983,28.438724133666856,-25.32650396963036,"3.16","1.61",,,,"96.8",2155,"6.3",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.23",,,,,,,,50,2,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",221,"0","-0.035"
"SI","2021-05-20","97.2","-0.95","6.45","Holmes, Clay",628338,605280,,"called_strike",,,,,9,"Guillermo Heredia strikes out swinging.","R","R","R","ATL","PIT","S",,,0,0,2021,"-1.41","0.38","0.77","1.97",,,,1,6,"Bot",,,,,607732,,,7.8119048662271595,-141.28567462540985,-7.362560731222685,-20.626193688007824,30.153718716029424,-25.569217388056998,"3.16","1.61",,,,"97.1",2222,"6.2",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.33",,,,,,,,50,1,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",224,"0","-0.027"
"SI","2021-05-20","96.1","-0.91","6.43","Holmes, Clay",661388,605280,"field_out","hit_into_play",,,,,9,"William Contreras grounds out, shortstop Kevin Newman to first baseman Will Craig.","R","R","R","ATL","PIT","X",6,"ground_ball",1,0,2021,"-1.24","0.3","0.44","1.9",,,,0,6,"Bot",113.6,154.89,,,607732,,,6.378748015635857,-139.7866739043771,-7.123677938352309,-17.65681947799538,29.241410621244135,-26.926003370159336,"3.37","1.53",1,"83.9",-54,"96.4",2151,"6.3",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.17",0.229,0.217,"0",1,0,0,2,49,2,"Sinker",4,3,4,3,3,4,4,3,"Standard","Standard",219,"-0.021","-0.28"
"SL","2021-05-20","86.8","-0.94","6.49","Holmes, Clay",661388,605280,,"ball",,,,,12,"William Contreras grounds out, shortstop Kevin Newman to first baseman Will Craig.","R","R","R","ATL","PIT","B",,,0,0,2021,"0.22","-0.43","1.27","2.75",,,,0,6,"Bot",,,,,607732,,,4.836222187773567,-126.46687491314746,-1.9449195497596623,1.4576862565516375,23.7663616163125,-36.659117063627036,"3.37","1.6",,,,"86.9",2504,"6.1",634041,605280,607732,643269,624428,570481,621028,592325,668804,570256,"54.41",,,,,,,,49,1,"Slider",4,3,4,3,3,4,4,3,"Standard","Standard",46,"0","0.038"
"SL","2021-05-18","87.4","1.27","6.08","Peralta, Wandy",621311,593974,"field_out","hit_into_play",,,,,6,"David Dahl pops out to shortstop Gio Urshela.","R","L","L","TEX","NYY","X",6,"popup",0,1,2021,"-0.3","0.14","0.28","2.51",,,,0,6,"Bot",86.17,126.18,,,543309,,,-1.767744098443108,-127.2046801210143,-2.6949927793660153,-2.799936323931442,27.846194822118445,-30.315973598348283,"3.47","1.59",209,"89",57,"86.5",2292,"5.8",634067,593974,543309,645801,596059,518934,570482,609280,458731,534606,"54.67",0.017,0.024,"0",1,0,0,3,53,2,"Slider",4,6,4,6,6,4,4,6,"Strategic","Standard",169,"-0.035","-0.203"
"SL","2021-05-18","87.8","1.61","6","Peralta, Wandy",621311,593974,,"called_strike",,,,,9,"David Dahl pops out to shortstop Gio Urshela.","R","L","L","TEX","NYY","S",,,0,0,2021,"-0.18","0.24","0.61","2.06",,,,0,6,"Bot",,,,,543309,,,-2.026451349733999,-127.80581342459217,-3.891059037453951,-1.556028642355425,27.52844633541052,-28.925717473116023,"3.35","1.59",,,,"87.1",2344,"5.9",634067,593974,543309,645801,596059,518934,570482,609280,458731,534606,"54.56",,,,,,,,53,1,"Slider",4,6,4,6,6,4,4,6,"Strategic","Standard",173,"0","-0.038"
"CH","2021-05-18","89","1.32","5.72","Peralta, Wandy",666969,593974,"force_out","hit_into_play",,,,,8,"Adolis Garcia grounds into a force out, third baseman DJ LeMahieu to second baseman Rougned Odor.   Nate Lowe out at 2nd.","R","R","L","TEX","NYY","X",5,"ground_ball",1,1,2021,"1.38","0.35","-0.01","1.75",,,663993,2,5,"Bot",99.15,169.24,,,596142,,,-6.09468595427031,-129.466010260242,-4.361634401631865,16.802157558665623,28.857611981127118,-27.446973964571924,"3.41","1.56",88,"95.2",5,"87.9",2300,"5.8",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.72",0.48,0.432,"0",1,0,0,4,47,3,"Changeup",4,5,4,5,5,4,4,5,"Standard","Standard",126,"-0.036","-0.215"
"CH","2021-05-18","89","1.62","5.78","Peralta, Wandy",666969,593974,,"foul",,,,,5,"Adolis Garcia grounds into a force out, third baseman DJ LeMahieu to second baseman Rougned Odor.   Nate Lowe out at 2nd.","R","R","L","TEX","NYY","S",,,1,0,2021,"1.36","0.61","-0.16","2.2",,,663993,2,5,"Bot",,,,,596142,,,-7.077181783527482,-129.32800554155955,-3.880017385473283,16.74422491476376,29.848754532912096,-24.70960239722779,"3.41","1.56",283,"88.2",29,"87.3",2357,"5.5",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.99",,,,,,,,47,2,"Changeup",4,5,4,5,5,4,4,5,"Standard","Standard",126,"0","-0.048"
"CH","2021-05-18","87.7","1.56","5.69","Peralta, Wandy",666969,593974,,"ball",,,,,14,"Adolis Garcia grounds into a force out, third baseman DJ LeMahieu to second baseman Rougned Odor.   Nate Lowe out at 2nd.","R","R","L","TEX","NYY","B",,,0,0,2021,"1.42","0.54","1.33","1.53",,,663993,2,5,"Bot",,,,,596142,,,-3.5459075180775175,-127.48404473180514,-5.0203958496596135,16.148099496128477,29.413551349160997,-25.4296419754491,"3.32","1.56",,,,"88.5",2312,"7.1",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"53.41",,,,,,,,47,1,"Changeup",4,5,4,5,5,4,4,5,"Standard","Standard",128,"0","0.036"
"SL","2021-05-18","89.4","1.28","5.98","Peralta, Wandy",608336,593974,"strikeout","swinging_strike_blocked",,,,,13,"Joey Gallo strikes out swinging.","R","L","L","TEX","NYY","S",2,,2,2,2021,"-0.12","0.46","-0.73","0.74",,,663993,1,5,"Bot",,,,,596142,,,-4.672265698828556,-129.88157511038014,-7.777359437945913,-0.37742195036025955,28.27006192194352,-25.531252752640885,"3.58","1.68",,,,"88.5",2347,"5.9",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.57",,,"0",1,0,0,,46,5,"Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard",146,"-0.043","-0.261"
"SL","2021-05-18","90.8","1.34","6.01","Peralta, Wandy",608336,593974,,"blocked_ball",,,,,13,"Joey Gallo strikes out swinging.","R","L","L","TEX","NYY","B",,,1,2,2021,"0.01","0.62","-1.1","0.49",,,663993,1,5,"Bot",,,,,596142,,,-6.078814667940073,-131.83987174043307,-9.120190521079008,1.5185637872365292,30.771220279966535,-23.013261158621688,"3.53","1.68",,,,"90",2418,"6.1",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.37",,,,,,,,46,4,"Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard",136,"0","0.049"
"SL","2021-05-18","89.7","1.34","5.96","Peralta, Wandy",608336,593974,,"blocked_ball",,,,,13,"Joey Gallo strikes out swinging.","R","L","L","TEX","NYY","B",,,0,2,2021,"-0.22","0.77","-1.51","0.65",,,663993,1,5,"Bot",,,,,596142,,,-6.538366648789577,-130.25385782721767,-8.639986121769123,-1.0810768587898285,28.779639635197455,-21.734557917812744,"3.52","1.68",,,,"88.8",2529,"6",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.53",,,,,,,,46,3,"Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard",161,"0","0.024"
"SL","2021-05-18","89.6","1.35","6.03","Peralta, Wandy",608336,593974,,"swinging_strike",,,,,13,"Joey Gallo strikes out swinging.","R","L","L","TEX","NYY","S",,,0,1,2021,"0.05","0.76","-0.23","1.18",,,663993,1,5,"Bot",,,,,596142,,,-3.947912658173207,-130.28755736170183,-7.4983923144262405,1.4373871833635132,28.12783856549111,-22.144671032273052,"3.58","1.68",,,,"88.6",2382,"5.7",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.75",,,,,,,,46,2,"Slider",4,5,4,5,5,4,4,5,"Infield shift","Standard",129,"0","-0.064"
"SI","2021-05-18","96.4","1.36","6.15","Peralta, Wandy",608336,593974,,"called_strike",,,,,8,"Joey Gallo strikes out swinging.","R","L","L","TEX","NYY","S",,,0,0,2021,"1.61","1","0.19","1.52",,,663993,1,5,"Bot",,,,,596142,,,-6.623081262367862,-140.05742662664053,-8.826849565921433,22.748416143435122,32.65309462117388,-17.17964054759874,"3.51","1.45",,,,"94.6",2415,"5.4",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"55.13",,,,,,,,46,1,"Sinker",4,5,4,5,5,4,4,5,"Infield shift","Standard",135,"0","-0.049"
"FF","2021-05-18","96.7","1.35","6.07","Peralta, Wandy",663993,593974,"walk","ball",,,,,13,"Nate Lowe walks.","R","L","L","TEX","NYY","B",,,3,2,2021,"0.9","1.31","-0.87","1.2",,,,1,5,"Bot",,,,,596142,,,-7.830891726753182,-140.30606942748605,-10.227871618128368,13.665700693891086,32.12948811375283,-12.73157737245744,"3.46","1.61",,,,"95.2",2300,"5.6",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.92",,,"0.7",1,0,0,,45,7,"4-Seam Fastball",4,5,4,5,5,4,4,5,"Strategic","Standard",132,"0.039","0.215"
"CH","2021-05-18","88.9","1.52","5.67","Peralta, Wandy",663993,593974,,"ball",,,,,13,"Nate Lowe walks.","R","L","L","TEX","NYY","B",,,2,2,2021,"1.69","0.61","-0.23","0.76",,,,1,5,"Bot",,,,,596142,,,-7.787044377301704,-129.05983344673703,-7.181352565712028,20.567948228698135,27.85989819785769,-24.02762839585724,"3.51","1.66",,,,"88.2",2391,"6.1",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.45",,,,,,,,45,6,"Changeup",4,5,4,5,5,4,4,5,"Strategic","Standard",127,"0","0.071"
"SI","2021-05-18","96.4","1.14","6.16","Peralta, Wandy",663993,593974,,"ball",,,,,13,"Nate Lowe walks.","R","L","L","TEX","NYY","B",,,1,2,2021,"1.57","1.02","-0.15","1.32",,,,1,5,"Bot",,,,,596142,,,-6.939372174141878,-139.92245348870094,-9.53538096482649,22.17634828215478,32.50024866484427,-16.682339726436968,"3.43","1.61",,,,"95.6",2359,"6",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.46",,,,,,,,45,5,"Sinker",4,5,4,5,5,4,4,5,"Strategic","Standard",140,"0","0.028"
"SL","2021-05-18","88.2","1.47","5.92","Peralta, Wandy",663993,593974,,"foul",,,,,5,"Nate Lowe walks.","R","L","L","TEX","NYY","S",,,1,2,2021,"-0.12","0.28","-0.24","2.19",,,,1,5,"Bot",,,,,596142,,,-3.8729467176161343,-128.30597116921987,-3.4787505912421723,-0.4302105872605018,28.60310281818129,-28.540965907643525,"3.48","1.61",2,"74",-48,"87.3",2148,"5.9",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.6",,,,,,,,45,4,"Slider",4,5,4,5,5,4,4,5,"Strategic","Standard",157,"0","0"
"SL","2021-05-18","87.3","1.42","5.94","Peralta, Wandy",663993,593974,,"swinging_strike",,,,,1,"Nate Lowe walks.","R","L","L","TEX","NYY","S",,,1,1,2021,"-0.08","0.36","-0.69","2.98",,,,1,5,"Bot",,,,,596142,,,-4.89670498159336,-127.04787265535457,-1.6861130874530448,0.1382008942561823,26.882595604786193,-28.129555042909054,"3.48","1.61",,,,"87",2185,"6.1",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.36",,,,,,,,45,3,"Slider",4,5,4,5,5,4,4,5,"Strategic","Standard",198,"0","-0.043"
"SI","2021-05-18","95.8","1.45","6.08","Peralta, Wandy",663993,593974,,"called_strike",,,,,2,"Nate Lowe walks.","R","L","L","TEX","NYY","S",,,1,0,2021,"1.45","0.74","0.14","3.12",,,,1,5,"Bot",,,,,596142,,,-6.679328074516828,-139.35427383856484,-3.8644349148922883,20.389477640421443,31.616054206915983,-21.848192967278734,"3.46","1.61",,,,"95.2",2112,"6",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"54.53",,,,,,,,45,2,"Sinker",4,5,4,5,5,4,4,5,"Strategic","Standard",141,"0","-0.032"
"SI","2021-05-18","96","1.24","6.14","Peralta, Wandy",663993,593974,,"ball",,,,,12,"Nate Lowe walks.","R","L","L","TEX","NYY","B",,,0,0,2021,"1.52","0.9","1.42","4.04",,,,1,5,"Bot",,,,,596142,,,-2.8967343785103026,-139.82355082246332,-1.9930583385368967,20.538371903883466,32.04994102497642,-20.124170352854993,"3.48","1.61",,,,"94.3",2134,"5.3",634067,593974,596142,645801,596059,518934,570482,609280,458731,534606,"55.2",,,,,,,,45,1,"Sinker",4,5,4,5,5,4,4,5,"Strategic","Standard",139,"0","0.026"
"SL","2021-05-16","88.6","-1.04","6.36","Holmes, Clay",446334,605280,"field_out","hit_into_play",,,,,9,"Evan Longoria lines out to center fielder Bryan Reynolds.","R","R","R","PIT","SF","X",8,"line_drive",1,1,2021,"0.46","0.16","0.31","2.01",,457763,543105,2,7,"Top",140.03,68.61,,,605421,,,2.312679015633653,-128.93694558496944,-4.865357258346163,4.637519991603287,26.909500961494906,-29.569718308738086,"3.41","1.56",326,"98.7",22,"88.3",2471,"6.1",634094,605280,605421,643269,624428,570481,621028,664789,668804,657011,"54.38",0.42,0.552,"0",1,0,0,5,58,3,"Slider",1,2,2,1,2,1,2,1,"Standard","Standard",71,"0.047","-0.43"
"SI","2021-05-16","96.5","-1.03","6.29","Holmes, Clay",446334,605280,,"called_strike",,,,,6,"Evan Longoria lines out to center fielder Bryan Reynolds.","R","R","R","PIT","SF","S",,,1,0,2021,"-1","0.7","0.38","2.5",,457763,543105,2,7,"Top",,,,,605421,,,6.024776689135067,-140.31995736641733,-6.061916529289003,-14.640564088845908,33.31977397635646,-21.78114298435407,"3.6","1.56",,,,"96.2",2445,"6.3",634094,605280,605421,643269,624428,570481,621028,664789,668804,657011,"54.21",,,,,,,,58,2,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",219,"0","-0.077"
"CU","2021-05-16","83.2","-0.99","6.41","Holmes, Clay",446334,605280,,"ball",,,,,14,"Evan Longoria lines out to center fielder Bryan Reynolds.","R","R","R","PIT","SF","B",,,0,0,2021,"0.78","-1.09","1.19","1.68",,457763,543105,2,7,"Top",,,,,605421,,,3.4630651111675403,-121.06304906888059,-2.1879506938980566,6.945657402762088,25.427431624013703,-42.63458968752132,"3.59","1.56",,,,"82.5",2641,"6",634094,605280,605421,643269,624428,570481,621028,664789,668804,657011,"54.48",,,,,,,,58,1,"Curveball",1,2,2,1,2,1,2,1,"Standard","Standard",47,"0","0.056"
"CU","2021-05-16","84.9","-1.14","6.38","Holmes, Clay",543105,605280,"single","hit_into_play",,,,,4,"Alex Dickerson singles on a sharp ground ball to center fielder Bryan Reynolds.   Buster Posey to 2nd.","R","L","R","PIT","SF","X",8,"ground_ball",0,2,2021,"0.83","-1.36","-0.49","2.33",,,457763,2,7,"Top",136.55,95.25,,,607732,,,-0.13201808463710218,-123.60171918463898,-0.3527359724644312,8.446397250333694,27.999262613506218,-46.13847286921742,"3.47","1.59",105,"107.4",4,"84.4",2701,"6.3",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.23",0.549,0.495,"0.9",1,1,0,4,57,3,"Curveball",1,2,2,1,2,1,2,1,"Strategic","Standard",44,"-0.021","0.365"
"SI","2021-05-16","93.6","0.99","6.31","Peralta, Wandy",520471,593974,"field_out","hit_into_play",,,,,5,"Freddy Galvis grounds out, third baseman Gio Urshela to first baseman Luke Voit.","R","R","L","BAL","NYY","X",5,"ground_ball",3,2,2021,"1.27","1.14","0.26","2.59",,,,2,7,"Bot",94.61,160.37,,,596142,,,-4.611008626909209,-136.10590961445703,-6.253734051289469,16.840424644920002,31.197758914394047,-16.88130973517036,"3.3","1.5",5,"92.5",-28,"92",2269,"5.5",634086,593974,596142,572228,518934,570482,642180,609280,534606,640449,"55.02",0.071,0.064,"0",1,0,0,2,62,6,"Sinker",8,5,8,5,5,8,8,5,"Standard","Standard",132,"-0.002","-0.134"
"CU","2021-05-16","84","-0.9","6.36","Holmes, Clay",543105,605280,,"swinging_strike",,,,,14,"Alex Dickerson singles on a sharp ground ball to center fielder Bryan Reynolds.   Buster Posey to 2nd.","R","L","R","PIT","SF","S",,,0,1,2021,"0.75","-1.25","1.03","1.09",,,457763,2,7,"Top",,,,,607732,,,2.979406701737534,-122.24281504163898,-3.231654086522239,6.760424975648067,27.499663002264338,-44.086253457021385,"3.47","1.59",,,,"83.1",2755,"6",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.49",,,,,,,,57,2,"Curveball",1,2,2,1,2,1,2,1,"Standard","Standard",44,"0","-0.047"
"SI","2021-05-16","94","0.8","6.21","Peralta, Wandy",520471,593974,,"ball",,,,,13,"Freddy Galvis grounds out, third baseman Gio Urshela to first baseman Luke Voit.","R","R","L","BAL","NYY","B",,,2,2,2021,"1.35","0.96","-0.28","0.26",,,,2,7,"Bot",,,,,596142,,,-5.70139697478411,-136.3274159392073,-11.663265853663153,18.07170184915913,29.351648862110046,-17.785914486394123,"3.3","1.5",,,,"92.8",2224,"5.7",634086,593974,596142,572228,518934,570482,642180,609280,534606,640449,"54.79",,,,,,,,62,5,"Sinker",8,5,8,5,5,8,8,5,"Standard","Standard",134,"0","0.043"
"CU","2021-05-16","84.3","-1.02","6.42","Holmes, Clay",543105,605280,,"foul",,,,,4,"Alex Dickerson singles on a sharp ground ball to center fielder Bryan Reynolds.   Buster Posey to 2nd.","R","L","R","PIT","SF","S",,,0,0,2021,"0.45","-0.85","-0.4","2.81",,,457763,2,7,"Top",,,,,607732,,,0.5493346528601146,-122.82321678148661,-0.3456718754056267,4.415948159239027,24.760343829164015,-40.86576546649765,"3.47","1.59",217,"76.5",41,"84.1",2567,"6.1",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.36",,,,,,,,57,1,"Curveball",1,2,2,1,2,1,2,1,"Standard","Standard",48,"0","-0.042"
"SI","2021-05-16","93.9","1.03","6.26","Peralta, Wandy",520471,593974,,"swinging_strike",,,,,9,"Freddy Galvis grounds out, third baseman Gio Urshela to first baseman Luke Voit.","R","R","L","BAL","NYY","S",,,2,1,2021,"1.31","0.92","0.56","1.96",,,,2,7,"Bot",,,,,596142,,,-4.033179825558674,-136.63825137451568,-7.343503621291903,17.28433953281066,30.11810840098257,-19.25746777877363,"3.3","1.5",,,,"92.5",2257,"5.5",634086,593974,596142,572228,518934,570482,642180,609280,534606,640449,"55.03",,,,,,,,62,4,"Sinker",8,5,8,5,5,8,8,5,"Standard","Standard",132,"0","-0.028"
"SI","2021-05-16","97.2","-0.77","6.51","Holmes, Clay",457763,605280,"walk","ball",,,,,11,"Buster Posey walks.","R","R","R","PIT","SF","B",,,3,2,2021,"-1.3","0.58","-0.32","3.87",,,,2,7,"Top",,,,,607732,,,4.172676870501621,-141.47477931231265,-2.881299968959759,-18.391891779193728,31.88154878041919,-23.909349488726264,"3.49","1.56",,,,"97.2",2389,"6.3",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.24",,,"0.7",1,0,0,,56,6,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",208,"-0.014","0.093"
"SL","2021-05-16","90.2","-0.76","6.45","Holmes, Clay",457763,605280,,"ball",,,,,14,"Buster Posey walks.","R","R","R","PIT","SF","B",,,2,2,2021,"0.2","-0.09","1.79","1.08",,,,2,7,"Top",,,,,607732,,,5.927162468566166,-131.17869701611045,-7.236789176736021,1.1101317766971925,26.823399726466633,-31.941240675360692,"3.41","1.56",,,,"90.4",2584,"6.4",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.15",,,,,,,,56,5,"Slider",1,2,2,1,2,1,2,1,"Standard","Standard",116,"0","0.043"
"SI","2021-05-16","93.7","1.05","6.29","Peralta, Wandy",520471,593974,,"called_strike",,,,,7,"Freddy Galvis grounds out, third baseman Gio Urshela to first baseman Luke Voit.","R","R","L","BAL","NYY","S",,,2,0,2021,"1.53","1.05","-0.5","1.44",,,,2,7,"Bot",,,,,596142,,,-7.294899638080853,-136.0101635742248,-8.953125106066894,20.647661662503197,31.305771941640494,-17.302201141186252,"3.16","1.5",,,,"92.4",2295,"5.8",634086,593974,596142,572228,518934,570482,642180,609280,534606,640449,"54.74",,,,,,,,62,3,"Sinker",8,5,8,5,5,8,8,5,"Standard","Standard",135,"0","-0.024"
"CH","2021-05-16","89.5","1.27","5.77","Peralta, Wandy",520471,593974,,"ball",,,,,14,"Freddy Galvis grounds out, third baseman Gio Urshela to first baseman Luke Voit.","R","R","L","BAL","NYY","B",,,1,0,2021,"1.68","0.57","1.15","1.43",,,,2,7,"Bot",,,,,596142,,,-3.7976614456723823,-130.11579892557396,-5.789913776300336,19.785605447953387,30.700249102203124,-24.582433429748196,"3.19","1.5",,,,"88.1",2236,"5.7",634086,593974,596142,572228,518934,570482,642180,609280,534606,640449,"54.76",,,,,,,,62,2,"Changeup",8,5,8,5,5,8,8,5,"Standard","Standard",124,"0","0.024"
"SL","2021-05-16","90.6","-0.82","6.41","Holmes, Clay",457763,605280,,"ball",,,,,14,"Buster Posey walks.","R","R","R","PIT","SF","B",,,1,2,2021,"0.43","-0.21","1.29","0.48",,,,2,7,"Top",,,,,607732,,,4.3544651028351815,-131.7442489883786,-8.449574923231365,4.138705688464726,26.645582064587423,-33.051707844902985,"3.43","1.56",,,,"90.8",2642,"6.3",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.17",,,,,,,,56,4,"Slider",1,2,2,1,2,1,2,1,"Standard","Standard",89,"0","0.018"
"SI","2021-05-16","98.1","-0.82","6.48","Holmes, Clay",457763,605280,,"foul",,,,,8,"Buster Posey walks.","R","R","R","PIT","SF","S",,,1,1,2021,"-1.26","0.71","0.03","2.12",,,,2,7,"Top",,,,,607732,,,5.189143620638608,-142.6087514896397,-7.944972340899748,-18.395359746453078,32.4094323952549,-20.868726485159353,"3.41","1.56",,,,"97.9",2459,"6.2",634094,605280,607732,643269,624428,570481,621028,664789,668804,657011,"54.29",,,,,,,,56,3,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",214,"0","-0.027"
